kanjireading,rank,weight
凝[しこ],8099,204572.347365556663
ただ見[タダみ],8100,204688.759037319978
灯[ともし],8101,204729.576427135791
仞[じん],8102,205178.179555290524
来[か],8103,205246.036560758599
捺[お],8104,205296.897594970651
此[こん],8105,205366.063309397548
溢[いっ],8106,205495.007504613575
軋[ぎし],8107,205609.469532175426
獲[と],8108,205630.635044549737
漉[す],8109,205704.240009725152
泰[タイ],8110,205715.595285656222
翔[と],8111,205769.169203256024
獪[かい],8112,205794.669919071661
頽[すた],8113,205839.313495727692
除ける[さける],8114,205948.121668214211
麼[も],8115,206105.360668247187
駝[だ],8116,206112.270651110623
蜥蜴[トカゲ],8117,206196.819330617727
娘[じょう],8118,206232.161766581354
ド真ん中[どまんなか],8119,206302.648123129824
襴[らん],8120,206497.599740859470
穢[きたな],8121,206590.415892861114
々[ぞら],8122,206884.706481946487
帛[はく],8123,206908.508796285110
綴[とじ],8124,207025.107162962464
ケ[か],8125,207274.673205638363
銚[ちょう],8126,207480.895897932525
餉[げ],8127,207503.804918142414
愛[う],8128,207551.427874772868
肌理[きめ],8129,207587.942417993036
真白[まっしろ],8130,207620.216589905729
蝿[ばえ],8131,207706.254952570598
梟[きょう],8132,207787.078938562219
柩[きゅう],8133,207816.957082764420
愍[びん],8134,207870.519141510682
生きてゆく[いきていく],8135,207942.994407067716
辯[べん],8136,207985.060890627588
々[ふつ],8137,207985.325924072560
轡[くつわ],8138,208183.365472945792
殖[ふ],8139,208217.624076077831
為[し],8140,208247.705549592501
白湯[さゆ],8141,208350.435258239362
征[ゆ],8142,208488.012688505114
斜[はす],8143,208761.974699748855
奮[ぷん],8144,208765.029982088832
杜[ず],8145,208847.830583046365
撰[さん],8146,208847.830583046365
筧[かけひ],8147,209054.196728444978
薔薇色[バラいろ],8148,209128.276883203449
笙[しょう],8149,209137.011800310458
反古[ほご],8150,209141.864184303646
嚙[が],8151,209239.397115341213
々[かん],8152,209471.734797103010
葦[よし],8153,209602.695305688219
貼[はり],8154,209667.992769634264
遁[のが],8155,209688.047232780460
斯[し],8156,209903.555110397690
侠[きゃん],8157,209931.248435977934
伐[き],8158,210019.823828426684
鸞[らん],8159,210116.957031492231
魅[ひ],8160,210195.057697212382
思[おぼし],8161,210228.070794307481
陸[りっ],8162,210301.333642798738
苑[その],8163,210313.559359339240
殺陣[たて],8164,210396.488404136267
当[まさ],8165,210451.136789604992
戯[じゃ],8166,210546.889231926238
祝詞[のりと],8167,210636.337176501227
遥[よう],8168,210655.082855148969
獅[じ],8169,210680.916539178783
簾[すだれ],8170,210849.883488424297
建[こん],8171,210858.577640776668
閨[ねや],8172,210967.223584891792
輔[ほ],8173,210976.361563088372
杯[ばい],8174,211058.947613430675
些[いささか],8175,211139.023940933781
鉗[かん],8176,211200.419789161009
小気味いい[こきみよい],8177,211234.269854194688
剃[てい],8178,211272.907629193011
母[か],8179,211284.218755569280
詣[まい],8180,211408.803700323508
二十重[はたえ],8181,211423.859175446793
貂[てん],8182,211478.454706201650
鼎[てい],8183,211601.317005164485
芹[せり],8184,211736.956618627242
肚[はら],8185,211747.985272975493
榜[ぼう],8186,211777.659273190337
鈎[かぎ],8187,211791.050132138567
徴[ち],8188,212006.820039533195
実[まこと],8189,212021.997771132912
履[はき],8190,212101.687836845900
鉦[かね],8191,212146.456042201549
青[しょう],8192,212181.362334235018
言[ご],8193,212200.221995815111
細[いさら],8194,212218.477624557447
箍[たが],8195,212365.781513695722
陸[おか],8196,212452.982235724223
通[どおり],8197,212543.455608660908
枕[ちん],8198,212567.676651241432
脛[ずね],8199,212657.502808885358
迫[せり],8200,212673.541432359547
卑[ぴ],8201,212698.747421454376
朱[あか],8202,212747.621587118017
塵[ごみ],8203,212753.852139625698
篩[ふる],8204,212868.282095175789
微風[そよかぜ],8205,212922.239094763034
陵[みささぎ],8206,213133.896679787285
匣[はこ],8207,213162.675986775226
咽[のど],8208,213182.351502757141
々[さい],8209,213193.942662387970
々[かい],8210,213249.827691105485
々[みゃく],8211,213477.840255451680
伝[う],8212,213657.556337512447
真面[まとも],8213,213770.790193874767
凸[とっ],8214,213866.690359445842
衾[きん],8215,213879.989666997717
潑[はつ],8216,213974.360862721223
鮫[さめ],8217,214030.853439541068
誑[たら],8218,214089.055916659127
豪[えら],8219,214240.119381138793
牡蠣[がき],8220,214300.107256932446
序[つい],8221,214402.320418836345
希[け],8222,214472.630905065598
喃[なん],8223,214575.874685350223
照[てらす],8224,214578.723900253593
闇金[ヤミきん],8225,214599.625456080161
例[ため],8226,214655.265888059075
錮[こ],8227,214746.681288953114
長ったらしい[ながたらしい],8228,214790.117282601976
小童[こわっぱ],8229,214827.157359981211
山手線[やまのてせん],8230,214864.197437360475
慳[けん],8231,214940.600239926134
案山子[かかし],8232,215316.828159449011
儼[げん],8233,215377.033943043411
楠[くすのき],8234,215504.461632058810
對[たい],8235,215574.182114678784
謔[ぎゃく],8236,215844.050120518106
肋[ろく],8237,215869.042229611921
切らず[おから],8238,215996.565517240146
義[ね],8239,216070.645671998616
姉[え],8240,216070.645671998616
折[おれ],8241,216610.608089936868
矩[く],8242,216697.944693438127
楢[なら],8243,216740.130883116886
述[じゅっ],8244,217148.549739601760
馭[ぎょ],8245,217182.873602951615
難波[なにわ],8246,217494.359669240366
々[せつ],8247,217546.957327542768
忘れもん[わすれもの],8248,217684.534757808491
艫[とも],8249,217694.844179223699
居[こ],8250,217728.351097862294
折[しょ],8251,217906.775222083961
饌[せん],8252,218003.724825228972
太夫[だゆう],8253,218006.291960109957
芦[あし],8254,218142.980840711563
抓[つま],8255,218217.351788596803
眺[ちょう],8256,218804.532399271906
甜[てん],8257,218843.854045540153
筍[たけのこ],8258,219279.204360451986
胆[ぎも],8259,219282.231421206699
嗄[か],8260,219430.697896729165
昴[すばる],8261,219436.001273884118
腹の内[はらのなか],8262,219600.035902277887
因幡[いなば],8263,219634.277038586763
懸[がか],8264,219732.945483548276
蕪[かぶ],8265,219768.551609371760
棘[きょく],8266,219850.843920491374
山葵[わさび],8267,219867.419824533048
尺[せき],8268,220118.878903957258
翫[がん],8269,220128.377031481359
慣[なら],8270,220140.833959610958
苔[たい],8271,220295.045512077020
摑[づか],8272,220356.711768739566
夷[えびす],8273,220360.221419325535
鮪[まぐろ],8274,220661.832521901000
錫[しゃく],8275,220796.555459947704
退[さ],8276,220875.272852048976
売女[ばいた],8277,220922.895808679430
ぽっと出[ポッとで],8278,220970.518765309855
聊[りょう],8279,220977.796568121092
翻[こぼし],8280,220996.975963437930
槽[ふね],8281,221219.216427713342
厭[あ],8282,221299.910848238127
々[ご],8283,221414.999693860795
吝[りん],8284,221427.006548850593
宣[のたま],8285,221449.360031093471
誰[すい],8286,221457.331210865610
８[はっ],8287,221492.565783725266
手甲[てっこう],8288,221573.742882628983
曽[ぞ],8289,221653.114477013034
許[ばか],8290,221844.464764925739
々[じま],8291,221870.063501662924
小百合[さゆり],8292,222122.483162350050
辱[はずか],8293,222164.509051828878
倒[さか],8294,222378.041705721116
麾[き],8295,222402.515263142617
峯[みね],8296,222508.989932399156
擡[もた],8297,222715.110992473317
飛竜[ペーロン],8298,222811.939755020780
控[びか],8299,222882.310870336514
始[はじめ],8300,223004.338950465259
物[もっ],8301,223030.444011435815
寞[ばく],8302,223394.622847243503
嚇[おど],8303,223417.751503632549
顰[ひん],8304,223561.809443516919
蹙[しゅく],8305,223561.809443516919
醬[しょう],8306,223843.770482013962
漑[がい],8307,223864.054049787344
櫛[ぐし],8308,223907.267757521273
鉋[かんな],8309,223966.264641283662
享[う],8310,223990.752702405996
濃[こい],8311,223998.503295475704
栖[す],8312,224068.590475311532
焚[ふん],8313,224158.292624918104
莢[さや],8314,224182.533948148426
塞[せ],8315,224218.954842803010
猴[こう],8316,224335.281294941029
帷[い],8317,224375.697632498923
穿[ほじ],8318,224431.120280456264
穢[え],8319,224454.033779797086
白[びゃっ],8320,224706.275140987767
痘痕[あばた],8321,224729.318152581865
病[ぺい],8322,224734.217716416577
尽[ことごと],8323,224833.269692002301
粗大ゴミ[そだいごみ],8324,224843.852571253519
戈[か],8325,225084.721159664536
愛子[いとしご],8326,225097.841673282615
刷[さっ],8327,225134.828113908647
婀[あ],8328,225170.453631544107
夫婦ゲンカ[ふうふげんか],8329,225293.624939430039
告[こっ],8330,225361.425911888509
許婚[いいなずけ],8331,225425.910930070182
沖[ちゅう],8332,225581.907705236954
牝[ひん],8333,225582.375634098047
不知火[しらぬい],8334,225634.965231147187
草臥[くたび],8335,225717.320412532892
傍[わき],8336,225798.448009477055
礬[ばん],8337,225847.343016132741
鉤[はり],8338,225970.929211507639
剥[へず],8339,226156.129598403844
城[せい],8340,226208.449568726559
灯[どん],8341,226259.407954674040
龍[たつ],8342,226281.639160826249
禊[みそ],8343,226498.923295249668
平[びら],8344,226603.431218714511
徨[こう],8345,226648.233483585209
其方[そちら],8346,226669.035204685642
麺[メン],8347,226900.301330275077
躰[からだ],8348,226923.388344116742
検[あらた],8349,226955.136981870339
吼[こう],8350,227050.382895131275
癡[ち],8351,227097.231839980843
砂[ずな],8352,227443.424649314169
賤[いや],8353,227447.927777219942
々[えい],8354,227464.528429263883
鬣[たてがみ],8355,227477.486417116161
都合のよい[つごうのいい],8356,227526.612461435841
椎[つち],8357,227891.721795602643
桝[ます],8358,227899.254915267840
穎[えい],8359,228164.253010234359
伽[か],8360,228270.434968713234
曳[ひき],8361,228422.687870500347
熨斗[のし],8362,228481.687168926379
涅[ね],8363,228811.127708895976
鑿[のみ],8364,228897.069561219832
波[ば],8365,229151.084426496876
々[みち],8366,229309.827615265036
捉[つか],8367,229364.435091632127
翅[はね],8368,229378.616330397927
油[ユ],8369,229558.726456662233
長[おさ],8370,229607.388354049734
將[しょう],8371,229662.294753544731
煤[ばい],8372,229869.350754282816
頒[はん],8373,229958.447870248609
総[ふさ],8374,230008.392981810903
朔[ついたち],8375,230045.337723224278
基督[キリスト],8376,230051.436156325683
マンガ家[まんがか],8377,230124.709317608387
貼[ちょう],8378,230165.904408951377
繻[しゅ],8379,230176.528987553931
供[くう],8380,230193.498032741278
嘴[はし],8381,230238.114469306718
相模[さがみ],8382,230389.281298888673
逸物[いちもつ],8383,230426.321376267908
々[ごく],8384,230675.019038671395
河豚[ふぐ],8385,230735.895745411864
鑿[さく],8386,230760.738711695041
籃[かご],8387,230872.549206301977
縁[べり],8388,230873.752549894474
鄙[ひ],8389,230874.917059719650
穂[ぼ],8390,231122.296800968237
簡[ふだ],8391,231220.037320108851
吐[ぬ],8392,231225.328759734461
邑[ゆう],8393,231568.965159757179
薄[ススキ],8394,231765.055601546250
嵐[らん],8395,232037.480948187847
暦[ごよみ],8396,232054.797859993210
訊[じん],8397,232075.487127582543
ジロジロ見る[じろじろみる],8398,232140.747814964328
薪[たきぎ],8399,232344.498400720331
偶[たまたま],8400,232426.485554747022
陰[ひそ],8401,232442.359873623849
瓏[ろう],8402,232443.468192247441
聘[へい],8403,232452.942752875068
靄[あい],8404,232549.679675915308
膾[なます],8405,232572.299912618269
俚[り],8406,232609.745683592220
々[ただ],8407,232677.818212308630
読[とく],8408,232827.788553822582
縛[じば],8409,232859.026806947688
呉[くれ],8410,232911.227680578770
緑[ろく],8411,232953.104973323876
鏃[やじり],8412,233003.252473938104
々[りょう],8413,233127.602501300658
抱[だき],8414,233171.429677433451
肥[ふと],8415,233325.124440564861
絽[ろ],8416,233441.268577456474
庫[く],8417,233616.877220577764
銷[しょう],8418,233848.264218890807
竈[かま],8419,234098.580476438598
呻[うな],8420,234147.152714893775
捲[けん],8421,234310.391494376585
冊[さく],8422,234368.272203545814
下[さげ],8423,234411.369962019933
主[つかさど],8424,234442.524052102963
果[おお],8425,234560.663849611679
奇っ怪[きかい],8426,234638.307318250387
々[だれ],8427,234797.050507018546
倦[う],8428,234828.071214578464
径[みち],8429,234849.964903274638
剥[はぎ],8430,234883.412747510214
寧[むし],8431,234924.045058033109
簾[す],8432,235165.912738568062
耄[もう],8433,235178.034160062176
封[ぶう],8434,235199.199918564584
つむじ風[せんぷう],8435,235299.737271451129
悉[しっ],8436,235336.492165591801
衍[えん],8437,235415.408395258128
長刀[なぎなた],8438,235635.110982964688
竜胆[りんどう],8439,235674.376583808131
投[ほう],8440,235770.675398130086
鮫[ざめ],8441,235827.773041309993
女[ま],8442,235857.941607714427
鰭[びれ],8443,235932.627846732183
粉微塵[こなみじん],8444,235987.624422779889
布[ぎれ],8445,236085.677238955919
鮭[しゃけ],8446,236161.606145869446
楷[かい],8447,236179.650523447432
呆[ぼ],8448,236235.677511614835
正面[まとも],8449,236342.150877695502
佻[ちょう],8450,236350.111766894086
皐月[さつき],8451,236669.093703637016
朋[とも],8452,236723.134530739160
儲[もうけ],8453,236938.552787911933
鐙[あぶみ],8454,236945.342938814021
歇[けつ],8455,236947.928499752423
鉱[あらがね],8456,237051.203787526756
掩[おお],8457,237177.895435219078
渾名[あだな],8458,237209.946976294945
啼[てい],8459,237249.574654838681
暖[あたたか],8460,237313.521245696873
通[がよ],8461,237330.865154467669
褒[ぼ],8462,237355.799326732027
大日本[おおやまと],8463,237442.770319821604
朱雀[すざく],8464,237538.016233082511
茣[ご],8465,237579.838534281589
蓙[ざ],8466,237579.838534281589
機[ばた],8467,237619.698913970205
柄[ぺい],8468,237624.530463499454
目がいく[めがゆく],8469,237686.176542599511
芥子[からし],8470,237730.875099299912
煽[おだ],8471,237875.463032159751
惚[とぼ],8472,237893.484964900621
鉤[こう],8473,237958.973349473730
演[や],8474,238210.029065534472
躯[からだ],8475,238337.023616549006
敲[こう],8476,238460.997175180004
吐[はき],8477,238603.885911637626
隋[ずい],8478,238618.570543840615
揺[ゆる],8479,238903.194007552607
庚[こう],8480,238909.094509592425
缺[けつ],8481,239437.366171555623
死んだフリ[しんだふり],8482,239469.391696428705
穫[と],8483,239493.190929073549
聟[むこ],8484,239522.582238540781
綴[つづり],8485,239569.745631662779
川口[かこう],8486,239781.586634339503
傅[かしず],8487,239823.918151344347
巫[かんなぎ],8488,239919.164064605255
覯[こう],8489,240004.418068850820
桐[ぎり],8490,240113.502100238256
舫[もや],8491,240240.761542460183
勝[かつ],8492,240355.105694368656
紫陽花[あじさい],8493,240416.559389412199
颪[おろし],8494,240491.528914833616
拱[こまね],8495,240723.675199511228
咒[じゅ],8496,240754.497633657447
肉付きのいい[にくづきのよい],8497,240797.543042455887
杢[もく],8498,240845.980784495361
喇[らっ],8499,240857.318449312967
叭[ぱ],8500,240857.318449312967
饂[う],8501,240949.135607338103
飩[どん],8502,240949.135607338103
幾たび[いくど],8503,241104.446540740988
叩[ぱた],8504,241141.486618120281
延[のべ],8505,241142.543911379500
瑪[め],8506,241204.877070256654
瑙[のう],8507,241204.877070256654
敗[ま],8508,241213.497767627618
甕[かめ],8509,241255.454668422026
兌[だ],8510,241310.548938077001
駄目出し[ダメだし],8511,241384.892840898101
鴉[あ],8512,241472.641465789260
食いっぱぐれる[くいはぐれる],8513,241474.847314533428
秦[しん],8514,241612.424744799180
標[ぴょう],8515,241628.215148206538
末[ずえ],8516,241826.483267015195
嬪[ぴん],8517,241892.871044956293
押[おさえ],8518,242017.661164964607
亞[あ],8519,242024.277459973935
師走[しわす],8520,242157.443026236608
侃[かん],8521,242163.358620424173
穢[わい],8522,242248.869158314395
馴[じゅん],8523,242259.068805769581
疎[まば],8524,242395.557809388876
邦[くに],8525,242538.426679280266
雑[ま],8526,242615.300881267758
韋[い],8527,242750.977728987054
凋[ちょう],8528,242813.456732804392
具[そな],8529,242869.247689306532
閂[かんぬき],8530,242951.158970077551
邯[かん],8531,243166.424486814532
鄲[たん],8532,243166.424486814532
禊[みそぎ],8533,243168.107994727383
鋪[ほ],8534,243183.874238788179
檸檬[レモン],8535,243290.890847966744
少しづつ[すこしずつ],8536,243411.514217505290
捥[も],8537,243487.742262759712
噎[むせ],8538,243488.843824871758
小波[さざなみ],8539,243490.885811889340
於[おい],8540,243679.771741928678
匁[もんめ],8541,243961.512548087863
彼方[おちかた],8542,244057.069851829176
偃[えん],8543,244139.751526213571
わたくし達[わたしたち],8544,244205.230161346175
魄[ぱく],8545,244337.516151986289
魂[ごん],8546,244404.277957077109
泥濘[ぬかるみ],8547,244469.802142626460
銑[せん],8548,244478.397945943027
鏖[おう],8549,244514.517965576088
鋏[きょう],8550,244515.534984576574
倆[りょう],8551,244645.271236468572
ばね仕掛け[ぜんまいじかけ],8552,244655.002529522695
田舎もん[いなかもの],8553,244670.876848399523
騨[だ],8554,244745.136554599856
鰓[えら],8555,244778.201389622001
碑[いしぶみ],8556,244829.620037167711
啄[たく],8557,245026.426784071431
事[ず],8558,245067.734820319951
彎[わん],8559,245172.161388532229
繩[なわ],8560,245181.735664375708
朝[あした],8561,245301.931495751167
漸[ようや],8562,245406.386956358707
芥[け],8563,245563.007424941665
泪[なみだ],8564,245983.532448288577
嶋[しま],8565,246110.148426564381
説[ぜい],8566,246310.716360575985
賜[たまもの],8567,246353.554649342259
こすれ合う[すれあう],8568,246480.549200356822
是[ここ],8569,246885.682235068612
溂[らつ],8570,246900.943921464350
百[もも],8571,247051.013148393569
起[おき],8572,247089.326557712368
回[めぐ],8573,247219.421967358503
弘[ひろ],8574,247349.907008269744
波止場[はとば],8575,247496.505608473119
麝[じゃ],8576,247504.889267143561
惻[そく],8577,247525.439289251779
々[ゆめ],8578,247620.239895082952
笹[ざさ],8579,247645.965047522710
腋[えき],8580,247771.094991462131
曲[ぎょく],8581,247781.979852694902
嶺[みね],8582,247882.780701142416
牟[む],8583,247937.877590646036
物の名[ぶつめい],8584,248046.815329536184
剥[ぱ],8585,248345.040595850849
戯[げ],8586,248513.553095489799
党[どう],8587,248575.639609541307
蟻[ぎ],8588,248662.521069491777
媛[えん],8589,248766.451118618628
弩[いしゆみ],8590,248941.068626263645
何ソレ[なにそれ],8591,248999.274462145258
曙[あけぼの],8592,249189.223951849650
鳴[なり],8593,249242.361253878684
翡[ひ],8594,249259.254947910231
齧[げっ],8595,249337.922942028730
諳[そら],8596,249442.907021303923
しらを切る[シラをきる],8597,249449.046830321808
鵺[ぬえ],8598,249553.391262577468
怙[こ],8599,249662.104231226665
箏[そう],8600,249724.181721618719
滂[ぼう],8601,249898.819198498328
沱[だ],8602,249898.819198498328
真砂[まさご],8603,249905.361674424232
敲[たた],8604,249905.786200903822
箍[タガ],8605,250020.522309887223
託[ことづ],8606,250045.979890654999
樋[ひ],8607,250053.064330365072
糜[び],8608,250260.809666045476
静寂[しじま],8609,250375.048764802865
舐[なめ],8610,250401.505962930911
譫言[うわごと],8611,250438.546040310146
蟬[せみ],8612,250465.003238438163
善[い],8613,250586.009101835516
朔[さく],8614,250641.581238471990
弁[べ],8615,250718.992340467230
汐[せき],8616,250777.096997033892
貨[たから],8617,250888.318408486666
且[かつ],8618,251026.461616020708
所[ど],8619,251114.667533445958
柄の悪い[ガラのわるい],8620,251168.764708643750
纏[まつ],8621,251355.406112027791
平[ひょう],8622,251378.210686191247
衙[が],8623,251516.254818001937
健康にいい[けんこうによい],8624,251904.274816603021
螂[ろう],8625,251932.658788719389
箪[だん],8626,252115.496097646275
駭[がい],8627,252144.920606716943
斟[しん],8628,252322.298547025886
齎[もたら],8629,252338.172865902743
謝[シェ],8630,252384.859706922405
知[しり],8631,252473.714363333100
明[さや],8632,252544.539011301385
グルグル巻き[ぐるぐるまき],8633,252708.573639695154
悛[しゅん],8634,252919.038883784349
抉[こ],8635,253248.125295360660
々[たま],8636,253269.466240009351
僑[きょう],8637,253318.571780402475
蜿[えん],8638,253321.113150571706
助平[スケベ],8639,253332.963515516632
壺[こ],8640,253408.533056627755
雌犬[メスいぬ],8641,253465.249506156804
嶽[がく],8642,253475.605085904244
司[す],8643,253511.273104923166
側[ほの],8644,253602.826936422585
長閑[のどか],8645,253809.193081821169
勲[いさお],8646,253888.564676205307
濠[ごう],8647,253900.211790740257
棗[なつめ],8648,253914.018759894214
薊[あざみ],8649,254160.003428657743
慥[たし],8650,254270.298201300960
蜆[しじみ],8651,254281.853132346034
気持ちよい[きもちいい],8652,254301.296967002534
堪[こら],8653,254370.085682135454
嗇[しょく],8654,254435.816306585068
恥[はず],8655,254645.240542666987
楫[かじ],8656,254733.954537706333
癩[らい],8657,254757.194241905643
干支[えと],8658,254782.817972932709
雖[いえど],8659,254827.073900699354
幼気[いたいけ],8660,254919.071732827841
禰[ね],8661,254945.967830186390
諱[き],8662,255011.598941570643
染[ぜん],8663,255058.523629460222
蝦夷[えぞ],8664,255059.323877023387
賢[げん],8665,255164.097582273302
濠[ぼり],8666,255176.255193610355
搦[がらめ],8667,255317.253375118948
詳[つまび],8668,255476.300185058062
小太刀[こだち],8669,255497.162322389544
擱[かく],8670,255575.699968297820
濫[みだ],8671,255914.228329693811
昵[じっ],8672,256018.320770217979
滝[だき],8673,256034.961118990410
綾[りん],8674,256105.677879334224
仆[たお],8675,256147.839104966872
詰[ず],8676,256151.817499528493
紛[ぷん],8677,256162.598084481608
懇[ねんご],8678,256316.096323821781
海馬[せいうち],8679,256439.038575747429
色[じき],8680,256492.703356502054
錚[そう],8681,256558.275406239205
恣[ほしいまま],8682,256608.914186177921
令[れ],8683,256798.535063774587
旱[かん],8684,256919.388766486198
刺[さす],8685,257221.730289014406
曇[くもり],8686,257265.430374444375
住[すま],8687,257282.270262652572
幀[てい],8688,257375.623389479704
抒[じょ],8689,257429.125561560446
紗[さ],8690,257499.606396672578
妄[ぼう],8691,257584.038255233609
神子[みこ],8692,257620.005369271443
接[つぎ],8693,257799.674208792218
纏[まとい],8694,257888.893033163477
漓[り],8695,258032.122841966659
樺太[からふと],8696,258097.136825784313
椿[ちん],8697,258103.967074146000
泊[ど],8698,258270.272330846492
窟[いわや],8699,258280.459565458354
信濃[しなの],8700,258375.705478719232
豁[かつ],8701,258545.721259036101
歴[れっき],8702,258656.151778876374
秘[ひそ],8703,258984.221035663941
覗[うかが],8704,259010.287187522947
翔[か],8705,259137.672784806520
笊[ざる],8706,259147.160733386467
惜[あたら],8707,259195.878620688163
主[じゅ],8708,259247.515096813295
封[ぽう],8709,259449.857351414976
刳[く],8710,259452.479816375970
弘[ぐ],8711,259590.870481878810
百足[むかで],8712,259624.485230362276
奄[えん],8713,259689.244608073001
夙[しゅく],8714,259689.735970313806
朕[ちん],8715,259698.565385120775
盥[たらい],8716,259796.177806352207
閲[えっ],8717,260123.012127290305
希[こいねが],8718,260169.503511799761
咫[た],8719,260171.721343676909
碇[いかり],8720,260254.207866390294
濯[すす],8721,260330.219279258163
々[ばれ],8722,260488.405630312802
出てゆく[でていく],8723,260635.150198853022
漣[さざなみ],8724,260645.733078104298
舳先[へさき],8725,260709.230353611521
吹雪[ふぶ],8726,260719.813232862740
宸[しん],8727,260801.922567389789
址[あと],8728,260817.055986981199
挙[こぞ],8729,260953.837373712799
把[たば],8730,261000.259533019882
巍[ぎ],8731,261019.033414009464
甲虫[カブトムシ],8732,261032.008170773508
垢[アカ],8733,261078.757773569261
著[あらわ],8734,261126.438421034225
覧[み],8735,261164.294161413651
付[づき],8736,261239.370905247604
恰[あたか],8737,261266.170793047844
蕗[ふき],8738,261298.047305104352
彦[げん],8739,261328.179042308504
驟[しゅう],8740,261416.309248543519
土塊[つちくれ],8741,261529.403495580511
噴[ふき],8742,261641.203304864815
屑[せつ],8743,261644.727498702588
縹[はなだ],8744,261713.277692622243
涸[が],8745,261797.877862707421
膏[あぶら],8746,261891.082369348151
下[おろ],8747,261944.398245596094
亦[また],8748,262126.640178726666
壕[ほり],8749,262222.582086534880
滲[しん],8750,262343.838724100322
鰹[がつお],8751,262530.768090686353
掏[す],8752,262561.817753176321
照[てり],8753,262619.397903563338
渡[ど],8754,262651.188696208934
址[し],8755,262697.303210309474
鑢[やすり],8756,262716.502833304519
瑟[しつ],8757,262718.919104777917
川べり[かわぶち],8758,262751.726049095450
雲雀[ひばり],8759,262774.640334624331
臘[ろう],8760,262861.523309192504
物[もん],8761,262979.900135216478
樋[とい],8762,263041.185762899520
降[ふり],8763,263115.666752540797
懸[がけ],8764,263485.325792203832
留[ルーブル],8765,263540.150553310756
郎[ろ],8766,263572.558713981474
捧[ほう],8767,263602.210353828792
舁[か],8768,263603.178027068789
夫婦[めおと],8769,263623.247241727484
蛙[かわず],8770,263656.562225074158
炙[しゃ],8771,263905.928707459650
丁[ひのと],8772,264255.141351056984
劈[つんざ],8773,264534.941202924703
振[ぷ],8774,264546.148328886717
捨てゼリフ[すてぜりふ],8775,264857.719020086690
篠[ささ],8776,265042.919406982895
転[まろ],8777,265085.810306309315
搏[はく],8778,265108.264981186832
棕[しゅ],8779,265116.471591755690
徳利[とっくり],8780,265238.702673130319
将[まさ],8781,265789.012394193385
東風[こち],8782,266005.306516620738
々[まち],8783,266126.483203768614
博[ぱく],8784,266588.019777659851
阿[くま],8785,266752.054406053619
忿[ふん],8786,266816.935545999440
麩[ぶ],8787,266824.591339947539
聚[しゅう],8788,266888.239001611539
包[ぐる],8789,266945.436803909775
谿[けい],8790,266976.707763028971
タダで済む[ただですむ],8791,267270.615489363030
飴と鞭[アメとムチ],8792,267376.444281875156
蔵[ぞ],8793,267376.444281875156
逸[いち],8794,267482.273074387340
研[とぎ],8795,267931.923242899298
濾[こ],8796,268028.583146552730
肯[うなず],8797,268117.245829460036
ど派手[ドはで],8798,268307.737655981851
くすっと笑う[クスッとわらう],8799,268350.069172986725
燎[りょう],8800,268363.284527628683
葺[ふ],8801,268503.852135677531
烈[はげ],8802,268635.806912769447
金平糖[コンペイトー],8803,268672.846990148653
彼処[かしこ],8804,268919.222869620193
朴[ほお],8805,268941.705871712067
クスクス笑う[くすくすわらう],8806,268974.459048808203
岐[ちまた],8807,268995.624807310640
巽[そん],8808,269350.151262226282
石榴[ざくろ],8809,269649.648711557325
掃[はき],8810,270009.513927545166
頓[とみ],8811,270026.622456080106
行[ゆく],8812,270401.155422866985
長[じょう],8813,270529.788596950646
應[おう],8814,270630.654802120174
鮑[あわび],8815,270915.216306129994
舌っ足らず[したたらず],8816,270958.748908410489
被[ぴ],8817,271267.691731366736
努[ゆめ],8818,271355.211072378675
惹[じゃっ],8819,271425.059284410032
霍[かく],8820,271805.926885686989
人懐こい[ひとなつっこい],8821,271831.836446635542
饐[す],8822,271868.876524014748
炳[へい],8823,271941.093023535213
能[の],8824,272032.911152408575
美人局[つつもたせ],8825,272064.659790162172
惟[い],8826,272399.180159191717
鼎[かなえ],8827,272431.599649550044
碩[せき],8828,272627.488131334190
睫[まつげ],8829,272652.009588604444
他[ひ],8830,272673.175347106881
垂[だれ],8831,272861.350498814543
撞[しゅ],8832,272869.643127456540
ため口[タメぐち],8833,272916.581569884729
槇[まき],8834,272946.572321363841
戊[ぼ],8835,273176.694323661563
孜[し],8836,273221.246353899245
挿[す],8837,273259.669805578771
蛹[さなぎ],8838,273265.816585174704
杓[じゃく],8839,273368.164609530475
賤[しず],8840,273400.096681931231
耀[かがや],8841,273451.855137856735
悍[おぞ],8842,273456.308411696577
見まごう[みまがう],8843,273466.891290947795
逐[お],8844,273504.550192616531
楯[だて],8845,273533.598021191545
筑紫[つくし],8846,273671.380733449128
哉[ざい],8847,273674.917535178072
詠[うた],8848,273900.789340247458
振り幅[しんぷく],8849,274123.029804522928
搦[がら],8850,274477.201515666791
嫣[えん],8851,274503.527222697623
穿[ば],8852,274660.872117683117
螢[けい],8853,274774.574447297142
始[ぱじ],8854,274778.885522932978
ホッと一息[ほっとひといき],8855,274884.997110610246
脛[はぎ],8856,274890.333449543046
尠[すくな],8857,274918.386837299971
蒸[ふ],8858,274967.239983141772
蕾[らい],8859,275171.517262883368
絣[がすり],8860,275207.592558142205
垂れ目[タレめ],8861,275377.100995791552
随[したが],8862,275400.941216560896
夾[きょう],8863,275437.349713266827
